strain,date,country,division,url,author,accession
J0127,10/30/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759676
J0076,10/17/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759744
J0046,10/7/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759715
J0056,10/8/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759634
J0139,10/30/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759687
V20143018,10/26/2014,Sierra Leone,Western Urban,,Whitmer et al A,KR653272
J0057,10/5/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759635
J0161,11/8/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759701
12705_EMLH,3/29/2015,Sierra Leone,Western Urban,,Arias et al,KU296490
DML12458,3/28/2015,Sierra Leone,Western Urban,,Smits et al,KT357823
J0126,10/31/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759675
J0125,10/31/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759674
J0082,10/16/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759751
Makona-Italy-INMI1,11/25/2014,Sierra Leone,Western Area,,Castilletti et al (https://www.ncbi.nlm.nih.gov/pubmed/26089420),KP701371
V20144820,11/15/2014,Sierra Leone,Moyamba,,Whitmer et al A,KR653243
V20144819,11/15/2014,Sierra Leone,Moyamba,,Whitmer et al A,KR653299
V20143415,10/31/2014,Sierra Leone,Western Rural,,Whitmer et al A,KR653248
V20143360,10/30/2014,Sierra Leone,Kenema,,Whitmer et al A,KR653258
J0122,10/29/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759671
J0138,11/1/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759686
J0145,11/6/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759693
G5983.1,9/25/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105333
V20141271,9/24/2014,Sierra Leone,Port Loko,,Whitmer et al A,KR653261
V20140024,8/20/2014,Sierra Leone,Port Loko,,Whitmer et al A,KR653252
G5996.1,9/25/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105337
G5998.1,9/25/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105339
G5997.1,9/25/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105338
J0070,10/9/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759735
J0033,10/3/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759692
J0036,10/3/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759694
J0072,10/9/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759737
J0058,10/8/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759724
J0071,10/9/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759736
MK0879,1/5/2015,Sierra Leone,Port Loko,,Arias et al,KU296410
J0035,10/1/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759609
J0084,10/16/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759753
J0083,10/18/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759752
J0095,10/27/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759653
J0155,11/7/2014,Sierra Leone,Western Area,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759697
J0110,10/31/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759660
J0119,10/30/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759667
J0097,10/28/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759762
J0120,10/30/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759599
J0158,11/8/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759700
J0111,10/30/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759595
KT5320,2/24/2015,Sierra Leone,Western Rural,,Arias et al,KU296809
KT5226,2/21/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296297
12615_EMLH,3/22/2015,Sierra Leone,Western Rural,,Arias et al,KU296521
KT5388,2/25/2015,Sierra Leone,Western Rural,,Arias et al,KU296355
KT5734,3/6/2015,Sierra Leone,Western Rural,,Arias et al,KU296595
KT5738,3/6/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296394
V1116,9/24/2014,Guinea,Dalaba,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534534
V1104,9/24/2014,Guinea,Dalaba,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534533
75722_EMLH,1/15/2015,Sierra Leone,Western Rural,,Arias et al,KU296791
V20143716,11/4/2014,Sierra Leone,Moyamba,,Whitmer et al A,KR653292
V20143753,11/5/2014,Sierra Leone,Tonkolili,,Whitmer et al A,KR653236
V20144610,11/12/2014,Sierra Leone,Tonkolili,,Whitmer et al A,KR653270
J0087,10/23/2014,Sierra Leone,Port Loko,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759647
J0086,10/23/2014,Sierra Leone,Western Rural,,Tong et al B (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759646
77580_EMLK,1/3/2015,Sierra Leone,Western Urban,,Arias et al,KU296431
J0078,10/18/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759746
77716_EMLK,1/10/2015,Sierra Leone,Western Urban,,Arias et al,KU296569
77675_EMLK,1/8/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296807
77676_EMLK,1/8/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296309
75685_EMLH,1/14/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296365
77711_EMLK,1/10/2015,Sierra Leone,Western Urban,,Arias et al,KU296644
77563_EMLK,1/2/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296432
77630_EMLK,1/6/2015,Sierra Leone,Western Urban,,Arias et al,KU296779
77649_EMLK,1/7/2015,Sierra Leone,Western Urban,,Arias et al,KU296380
12161_EMLH,2/21/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296697
77648_EMLK,1/7/2015,Sierra Leone,Western Urban,,Arias et al,KU296620
77667_EMLK,1/8/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296361
77677_EMLK,1/8/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296558
PL5868,4/6/2015,Sierra Leone,Kambia,,Arias et al,KU296550
PL6086,4/12/2015,Sierra Leone,Kambia,,Arias et al,KU296651
14830_EMLK,4/27/2015,Sierra Leone,Kambia,,Arias et al,KU296345
14888_EMLK,5/3/2015,Sierra Leone,Kambia,,Arias et al,KU296423
14782_EMLK,4/23/2015,Sierra Leone,Kambia,,Arias et al,KU296639
J0093,10/24/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759760
J0136,11/1/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759684
J0043,10/4/2014,Sierra Leone,Western Area,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759712
DML25411,3/10/2015,Sierra Leone,Kono,,Smits et al,KT357857
442_EMLH,1/26/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296375
DML25344,3/6/2015,Sierra Leone,Kono,,Smits et al,KT357856
480_EMLH,1/29/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296491
554_EMLH,2/3/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296817
793_EMLH,2/13/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296492
KT4695,2/4/2015,Sierra Leone,Western Rural,,Arias et al,KU296549
402_EMLH,1/23/2015,Sierra Leone,Western Rural,,Arias et al,KU296495
489_EMLH,1/30/2015,Sierra Leone,Western Rural,,Arias et al,KU296324
762_EMLH,2/12/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296728
KT4677,2/3/2015,Sierra Leone,Western Rural,,Arias et al,KU296608
PL3984,2/25/2015,Sierra Leone,Port Loko,,Arias et al,KU296330
651_EMLH,2/7/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296457
614_EMLH,2/5/2015,Sierra Leone,Western Rural,,Arias et al,KU296597
389_EMLH,1/23/2015,Sierra Leone,Western Rural,,Arias et al,KU296593
443_EMLH,1/26/2015,Sierra Leone,Western Urban,,Arias et al,KU296539
468_EMLH,1/29/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296773
470_EMLH,1/29/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296662
KT5073,2/16/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296553
KT4609,1/31/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296622
611_EMLH,2/5/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296619
DML25180,2/23/2015,Sierra Leone,Kono,,Smits et al,KT357855
77574_EMLK,1/3/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296700
518_EMLH,2/2/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296747
KT4631,2/2/2015,Sierra Leone,Western Urban,,Arias et al,KU296607
511_EMLH,2/1/2015,Sierra Leone,Western Urban,,Arias et al,KU296646
448_EMLH,1/27/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296797
J0081,10/16/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759750
J0108,10/28/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759659
V20141123,9/22/2014,Sierra Leone,Bo,,Whitmer et al A,KR653291
V20140395,9/2/2014,Sierra Leone,Kono,,Whitmer et al A,KR653279
V20141582,10/4/2014,Sierra Leone,Bo,,Whitmer et al A,KR653230
G4861.1,8/10/2014,Sierra Leone,Sierra Leone,,Goba et al,KR105274
J0006,9/28/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759630
G5685.1,9/13/2014,Sierra Leone,Kenema,,Goba et al,KR105317
G5684.1,9/13/2014,Sierra Leone,Kenema,,Goba et al,KR105316
J0091,10/25/2014,Sierra Leone,Western Area,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759759
J0148,11/6/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759612
KT4935,2/11/2015,Sierra Leone,Western Rural,,Arias et al,KU296467
J0026,10/2/2014,Sierra Leone,Bombali,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759670
J0106,10/28/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759767
J0098,10/28/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759763
J0116,10/30/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759664
J0045,10/5/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759714
75779_EMLH,1/19/2015,Sierra Leone,Western Urban,,Arias et al,KU296407
J0064,10/9/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759728
J0107,10/29/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759768
77589_EMLK,1/4/2015,Sierra Leone,Western Urban,,Arias et al,KU296403
77632_EMLK,1/6/2015,Sierra Leone,Western Urban,,Arias et al,KU296710
77525_EMLK,12/30/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296820
77612_EMLK,1/5/2015,Sierra Leone,Western Urban,,Arias et al,KU296636
G5114.1,8/18/2014,Sierra Leone,Pujehun,,Goba et al,KR105299
G5898.1,9/22/2014,Sierra Leone,Bo,,Goba et al,KR105331
G5119.1,8/24/2014,Sierra Leone,Kenema,,Goba et al,KR105300
G5112.1,8/19/2014,Sierra Leone,Kenema,,Goba et al,KR105298
J0100,10/26/2014,Sierra Leone,Kambia,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759655
V20143187,10/28/2014,Sierra Leone,Pujehun,,Whitmer et al A,KR653298
J0069,10/9/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759733
J0170,11/10/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759625
KT2321,12/2/2014,Sierra Leone,Port Loko,,Arias et al,KU296762
KT2317,12/2/2014,Sierra Leone,Port Loko,,Arias et al,KU296735
DML12194,3/4/2015,Sierra Leone,Western Urban,,Smits et al,KT357818
V20141280,9/23/2014,Sierra Leone,Kambia,,Whitmer et al A,KR653276
J0117,10/31/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759665
V20143796,11/5/2014,Sierra Leone,Moyamba,,Whitmer et al A,KR653257
V20141650,10/5/2014,Sierra Leone,Kenema,,Whitmer et al A,KR653225
J0004,9/28/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759668
J0040,10/4/2014,Sierra Leone,Western Area,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759629
Makona-UK2,12/29/2014,Sierra Leone,Western Area,,Bell et al B,KP658432
380_EMLH,1/22/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296377
12189_EMLH,2/23/2015,Sierra Leone,Western Urban,,Arias et al,KU296369
KT5249,2/22/2015,Sierra Leone,Western Urban,,Arias et al,KU296601
12193_EMLH,2/23/2015,Sierra Leone,Western Urban,,Arias et al,KU296616
J0124,11/2/2014,Sierra Leone,Western Area,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759673
J0132,11/2/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759601
J0044,10/5/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759713
V20143031,10/25/2014,Sierra Leone,Western Urban,,Whitmer et al A,KR653275
J0047,10/5/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759632
G5743.1,9/17/2014,Sierra Leone,Kono,,Goba et al,KR105323
G5529.1,9/5/2014,Sierra Leone,Kono,,Goba et al,KR105309
V1128,9/25/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534580
V1149,9/27/2014,Guinea,Conakry,,Simon-Loriere et al (https://www.ncbi.nlm.nih.gov/pubmed/26106863),KR534582
J0167,11/8/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759624
J0060,10/6/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759726
J0065,10/9/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759729
J0059,10/8/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759725
J0090,10/23/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759649
J0052,10/8/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759720
12004_EMLH,2/14/2015,Sierra Leone,Western Rural,,Arias et al,KU296302
DML12239,3/9/2015,Sierra Leone,Western Urban,,Smits et al,KT357820
J0153,11/7/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759616
J0172,11/11/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759626
V20145853,11/26/2014,Sierra Leone,Pujehun,,Whitmer et al A,KR653290
J0151,11/7/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759613
J0075,10/17/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759743
75708_EMLH,1/15/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296739
J0094,10/27/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759761
J0077,10/17/2014,Sierra Leone,Western Rural,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759745
KT4622,2/1/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296587
PL2101,1/18/2015,Sierra Leone,Port Loko,,Arias et al,KU296714
KT5034,2/14/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296632
12257_EMLH,3/1/2015,Sierra Leone,Port Loko,,Arias et al,KU296702
12229_EMLH,2/27/2015,Sierra Leone,Western Rural,,Arias et al,KU296643
PL4105,2/28/2015,Sierra Leone,Port Loko,,Arias et al,KU296694
PL5001,3/19/2015,Sierra Leone,Port Loko,,Arias et al,KU296514
PL2668,1/29/2015,Sierra Leone,Port Loko,,Arias et al,KU296294
PL4190,3/1/2015,Sierra Leone,Port Loko,,Arias et al,KU296351
KT5832,3/10/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296493
PL4671,3/12/2015,Sierra Leone,Port Loko,,Arias et al,KU296782
KT5974,3/16/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296475
PL4679,3/12/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296623
PL4187,3/1/2015,Sierra Leone,Port Loko,,Arias et al,KU296567
J0169,11/9/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759706
77526_EMLK,12/30/2014,Sierra Leone,Sierra Leone,,Arias et al,KU296824
77613_EMLK,1/5/2015,Sierra Leone,Western Urban,,Arias et al,KU296579
14687_EMLK,2/21/2015,Sierra Leone,Western Urban,,Arias et al,KU296443
PL4346,3/4/2015,Sierra Leone,Kambia,,Arias et al,KU296641
12936_EMLH,5/4/2015,Sierra Leone,Western Urban,,Arias et al,KU296561
12872_EMLH,4/18/2015,Sierra Leone,Western Urban,,Arias et al,KU296560
12851_EMLH,4/15/2015,Sierra Leone,Western Urban,,Arias et al,KU296671
12934_EMLH,5/4/2015,Sierra Leone,Western Urban,,Arias et al,KU296790
12916_EMLH,4/29/2015,Sierra Leone,Western Urban,,Arias et al,KU296318
12855_EMLH,4/15/2015,Sierra Leone,Western Urban,,Arias et al,KU296723
12854_EMLH,4/15/2015,Sierra Leone,Western Urban,,Arias et al,KU296729
13031_EMLH,5/18/2015,Sierra Leone,Western Urban,,Arias et al,KU296665
MK9396,7/18/2015,Sierra Leone,Western Urban,,Arias et al,KU296321
18649_EMLH,7/10/2015,Sierra Leone,Western Urban,,Arias et al,KU296456
DML14077,6/30/2015,Sierra Leone,Western Urban,,Smits et al,KT357860
13204_EMLH,6/16/2015,Sierra Leone,Western Urban,,Arias et al,KU296544
18648_EMLH,7/9/2015,Sierra Leone,Western Urban,,Arias et al,KU296701
18660_EMLH,7/10/2015,Sierra Leone,Western Urban,,Arias et al,KU296838
PL8486,6/25/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296446
MK10173,8/1/2015,Sierra Leone,Tonkolili,,Arias et al,KU296313
MK10128,7/31/2015,Sierra Leone,Tonkolili,,Arias et al,KU296502
18538_EMLH,7/4/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296727
13268_EMLH,6/23/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296603
MK8878,7/23/2015,Sierra Leone,Tonkolili,,Arias et al,KU296684
18642R_EMLH,7/8/2015,Sierra Leone,Western Urban,,Arias et al,KU296357
18687R_EMLH,7/12/2015,Sierra Leone,Western Urban,,Arias et al,KU296650
18636_EMLH,7/8/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296460
13275_EMLH,6/24/2015,Sierra Leone,Western Urban,,Arias et al,KU296430
18659R_EMLH,7/10/2015,Sierra Leone,Western Urban,,Arias et al,KU296585
18638R_EMLH,7/8/2015,Sierra Leone,Western Urban,,Arias et al,KU296348
18706_EMLH,7/14/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296599
18650_EMLH,7/10/2015,Sierra Leone,Western Urban,,Arias et al,KU296370
DML14366,7/11/2015,Sierra Leone,Western Urban,,Smits et al,KT357859
18596_EMLH,7/5/2015,Sierra Leone,Western Urban,,Arias et al,KU296715
DML14163,7/3/2015,Sierra Leone,Western Urban,,Smits et al,KT357858
13247_EMLH,6/19/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296830
18647_EMLH,7/9/2015,Sierra Leone,Western Urban,,Arias et al,KU296566
J0129,11/2/2014,Sierra Leone,Western Urban,,Tong et al A (https://www.ncbi.nlm.nih.gov/pubmed/25970247),KP759600
77558_EMLK,1/2/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296733
77643_EMLK,1/7/2015,Sierra Leone,Western Urban,,Arias et al,KU296395
12757_EMLH,4/3/2015,Sierra Leone,Western Urban,,Arias et al,KU296468
632_EMLH,2/6/2015,Sierra Leone,Western Urban,,Arias et al,KU296693
634_EMLH,2/6/2015,Sierra Leone,Western Urban,,Arias et al,KU296799
KT4730,2/7/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296416
77712_EMLK,1/10/2015,Sierra Leone,Western Urban,,Arias et al,KU296400
77644_EMLK,1/7/2015,Sierra Leone,Western Urban,,Arias et al,KU296312
77669_EMLK,1/8/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296367
77573_EMLK,1/3/2015,Sierra Leone,Western Urban,,Arias et al,KU296516
PL4292,3/3/2015,Sierra Leone,Kambia,,Arias et al,KU296827
14521_EMLK,2/13/2015,Sierra Leone,Western Urban,,Arias et al,KU296755
KT5859,3/10/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296463
MK2364,2/24/2015,Sierra Leone,Bombali,,Arias et al,KU296719
MK2369,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296832
MK2437,2/26/2015,Sierra Leone,Bombali,,Arias et al,KU296469
MK2710,3/5/2015,Sierra Leone,Bombali,,Arias et al,KU296703
732_EMLH,2/11/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296391
12181_EMLH,2/23/2015,Sierra Leone,Western Urban,,Arias et al,KU296783
PL4059,2/26/2015,Sierra Leone,Port Loko,,Arias et al,KU296485
MK2383,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296583
KT5245,2/22/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296411
KT4828,2/10/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296745
10454_EMLK,2/12/2015,Sierra Leone,Western Urban,,Arias et al,KU296679
DML12117,2/26/2015,Sierra Leone,Western Urban,,Smits et al,KT357816
DML12033,2/19/2015,Sierra Leone,Western Urban,,Smits et al,KT357813
MK2342,2/24/2015,Sierra Leone,Bombali,,Arias et al,KU296347
DML12137,2/28/2015,Sierra Leone,Western Urban,,Smits et al,KT357819
DML12485,3/31/2015,Sierra Leone,Western Urban,,Smits et al,KT357824
DML12116,2/26/2015,Sierra Leone,Western Urban,,Smits et al,KT357815
KT5542,2/20/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296557
PL4569,3/10/2015,Sierra Leone,Port Loko,,Arias et al,KU296598
PL4696,3/13/2015,Sierra Leone,Port Loko,,Arias et al,KU296513
MK2431,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296562
MK2427,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296759
MK2362,2/24/2015,Sierra Leone,Bombali,,Arias et al,KU296842
12578_EMLH,3/20/2015,Sierra Leone,Western Rural,,Arias et al,KU296307
741_EMLH,2/11/2015,Sierra Leone,Western Urban,,Arias et al,KU296295
MK2673,3/3/2015,Sierra Leone,Bombali,,Arias et al,KU296749
12666_EMLH,3/26/2015,Sierra Leone,Western Rural,,Arias et al,KU296803
DML12120,2/27/2015,Sierra Leone,Western Urban,,Smits et al,KT357817
12275_EMLH,3/2/2015,Sierra Leone,Western Urban,,Arias et al,KU296538
12180_EMLH,2/22/2015,Sierra Leone,Western Urban,,Arias et al,KU296310
12781_EMLH,4/6/2015,Sierra Leone,Western Urban,,Arias et al,KU296520
10402_EMLK,2/10/2015,Sierra Leone,Western Urban,,Arias et al,KU296635
KT5788,3/7/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296704
12767_EMLH,4/4/2015,Sierra Leone,Western Urban,,Arias et al,KU296768
KT5233,2/21/2015,Sierra Leone,Western Rural,,Arias et al,KU296750
KT5225,2/21/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296517
10415_EMLK,2/10/2015,Sierra Leone,Western Urban,,Arias et al,KU296741
MK3043,3/14/2015,Sierra Leone,Bombali,,Arias et al,KU296474
MK2850,3/9/2015,Sierra Leone,Bombali,,Arias et al,KU296374
MK2334,2/23/2015,Sierra Leone,Bombali,,Arias et al,KU296366
731_EMLH,2/11/2015,Sierra Leone,Western Urban,,Arias et al,KU296765
PL7483,5/31/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296673
MK2008,2/12/2015,Sierra Leone,Western Urban,,Arias et al,KU296526
10455_EMLK,2/12/2015,Sierra Leone,Western Urban,,Arias et al,KU296388
MK2789,3/7/2015,Sierra Leone,Bombali,,Arias et al,KU296613
PL5228,3/23/2015,Sierra Leone,Port Loko,,Arias et al,KU296535
PL5179,3/22/2015,Sierra Leone,Port Loko,,Arias et al,KU296638
PL4680,3/12/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296689
PL4651,3/12/2015,Sierra Leone,Port Loko,,Arias et al,KU296841
PL4570,3/10/2015,Sierra Leone,Port Loko,,Arias et al,KU296451
12634_EMLH,3/24/2015,Sierra Leone,Western Urban,,Arias et al,KU296653
MK2790,3/7/2015,Sierra Leone,Bombali,,Arias et al,KU296452
MK2282,2/22/2015,Sierra Leone,Bombali,,Arias et al,KU296788
KT5382,2/25/2015,Sierra Leone,Western Rural,,Arias et al,KU296657
